trial,money_left,weeks_left,money_right,weeks_right,choice,biggerchosen,pair,time,date
51,5300,2,5600,4,left,0,5,9.464,Wed Apr 13 15:37:53 2016
52,6200,8,6350,9,right,1,8,11.082,Wed Apr 13 15:38:05 2016
53,5600,4,5150,1,right,0,6,19.758,Wed Apr 13 15:38:26 2016
54,5600,4,6500,10,right,1,17,36.843,Wed Apr 13 15:39:04 2016
55,6050,7,6200,8,right,1,7,9.731,Wed Apr 13 15:39:16 2016
56,1250,4,1350,7,left,0,20,12.684,Wed Apr 13 15:39:30 2016
57,5300,2,5450,3,right,1,2,14.402,Wed Apr 13 15:39:46 2016
58,5300,2,5150,1,left,1,1,13.152,Wed Apr 13 15:40:00 2016
59,5300,2,6200,8,right,1,13,17.956,Wed Apr 13 15:40:19 2016
60,5600,4,5450,3,left,1,3,27.267,Wed Apr 13 15:40:47 2016
61,5300,2,5150,1,left,1,1,7.377,Wed Apr 13 15:40:56 2016
62,6350,9,6200,8,left,1,8,10.417,Wed Apr 13 15:41:07 2016
63,1450,10,1350,7,right,0,21,10.781,Wed Apr 13 15:41:19 2016
64,6350,9,6050,7,left,1,10,30.036,Wed Apr 13 15:41:50 2016
65,5150,1,5600,4,left,0,6,18.771,Wed Apr 13 15:42:10 2016
66,6350,9,6050,7,left,1,10,21.911,Wed Apr 13 15:42:33 2016
67,6350,9,6050,7,left,1,10,6.376,Wed Apr 13 15:42:40 2016
68,1250,4,1150,1,right,0,19,8.762,Wed Apr 13 15:42:50 2016
69,1250,4,1350,7,left,0,20,8.562,Wed Apr 13 15:42:59 2016
70,5150,1,5450,3,right,1,4,14.954,Wed Apr 13 15:43:15 2016
71,5300,2,5150,1,left,1,1,9.414,Wed Apr 13 15:43:25 2016
72,6200,8,5300,2,left,1,13,13.367,Wed Apr 13 15:43:39 2016
73,6200,8,6050,7,left,1,7,5.793,Wed Apr 13 15:43:46 2016
74,1350,7,1150,1,right,0,22,8.73,Wed Apr 13 15:43:56 2016
75,1450,10,1150,1,right,0,24,16.972,Wed Apr 13 15:44:14 2016
76,5450,3,6350,9,right,1,15,15.305,Wed Apr 13 15:44:30 2016
77,1150,1,1250,4,left,0,19,4.191,Wed Apr 13 15:44:35 2016
78,1150,1,1450,10,left,0,24,8.613,Wed Apr 13 15:44:45 2016
79,6050,7,6500,10,right,1,12,17.539,Wed Apr 13 15:45:03 2016
80,5450,3,5150,1,left,1,4,9.816,Wed Apr 13 15:45:14 2016
81,5600,4,6050,7,right,1,14,8.847,Wed Apr 13 15:45:23 2016
82,6500,10,6200,8,left,1,11,11.683,Wed Apr 13 15:45:36 2016
83,6050,7,6200,8,right,1,7,7.194,Wed Apr 13 15:45:44 2016
84,1450,10,1350,7,right,0,21,12.268,Wed Apr 13 15:45:57 2016
85,6350,9,6200,8,left,1,8,9.68,Wed Apr 13 15:46:08 2016
86,5600,4,5150,1,left,1,6,15.754,Wed Apr 13 15:46:24 2016
87,1150,1,1350,7,left,0,22,4.175,Wed Apr 13 15:46:29 2016
88,6050,7,6350,9,right,1,10,19.259,Wed Apr 13 15:46:49 2016
89,5600,4,6050,7,right,1,14,8.079,Wed Apr 13 15:46:59 2016
90,1150,1,1450,10,left,0,24,5.344,Wed Apr 13 15:47:05 2016
91,6350,9,6050,7,left,1,10,9.631,Wed Apr 13 15:47:16 2016
92,1350,7,1250,4,right,0,20,8.413,Wed Apr 13 15:47:25 2016
93,5600,4,5450,3,left,1,3,5.442,Wed Apr 13 15:47:31 2016
94,5450,3,5150,1,left,1,4,8.614,Wed Apr 13 15:47:41 2016
95,6350,9,6500,10,right,1,9,16.236,Wed Apr 13 15:47:57 2016
96,5450,3,5150,1,left,1,4,8.964,Wed Apr 13 15:48:07 2016
97,5150,1,5600,4,right,1,6,5.409,Wed Apr 13 15:48:13 2016
98,5150,1,6500,10,right,1,18,27.449,Wed Apr 13 15:48:42 2016
99,1150,1,1350,7,left,0,22,3.723,Wed Apr 13 15:48:47 2016
100,1350,7,1450,10,left,0,21,5.828,Wed Apr 13 15:48:53 2016
101,5450,3,5600,4,right,1,3,12.984,Wed Apr 13 15:49:07 2016
102,1250,4,1150,1,right,0,19,9.531,Wed Apr 13 15:49:17 2016
103,5300,2,5150,1,left,1,1,6.711,Wed Apr 13 15:49:25 2016
104,6050,7,6500,10,right,1,12,12.618,Wed Apr 13 15:49:39 2016
105,5450,3,6350,9,right,1,15,11.166,Wed Apr 13 15:49:50 2016
106,5450,3,5600,4,right,1,3,13.787,Wed Apr 13 15:50:06 2016
107,1250,4,1150,1,right,0,19,9.544,Wed Apr 13 15:50:16 2016
108,1150,1,1350,7,left,0,22,6.861,Wed Apr 13 15:50:24 2016
109,5600,4,6500,10,right,1,17,11.148,Wed Apr 13 15:50:36 2016
110,6050,7,5150,1,left,1,16,10.264,Wed Apr 13 15:50:48 2016
111,6050,7,6500,10,right,1,12,12.283,Wed Apr 13 15:51:01 2016
112,1250,4,1150,1,right,0,19,4.891,Wed Apr 13 15:51:06 2016
113,5150,1,5300,2,right,1,1,5.225,Wed Apr 13 15:51:13 2016
114,5600,4,5450,3,left,1,3,11.15,Wed Apr 13 15:51:25 2016
115,5150,1,5600,4,right,1,6,9.78,Wed Apr 13 15:51:36 2016
116,1350,7,1150,1,right,0,22,3.625,Wed Apr 13 15:51:40 2016
117,1350,7,1450,10,left,0,21,10.431,Wed Apr 13 15:51:51 2016
118,6500,10,6350,9,left,1,9,6.744,Wed Apr 13 15:51:59 2016
119,1150,1,1250,4,left,0,19,3.907,Wed Apr 13 15:52:03 2016
120,6350,9,6200,8,left,1,8,7.913,Wed Apr 13 15:52:12 2016
121,6500,10,5600,4,left,1,17,7.844,Wed Apr 13 15:52:21 2016
122,1150,1,1450,10,left,0,24,4.242,Wed Apr 13 15:52:27 2016
123,6050,7,5150,1,left,1,16,10.865,Wed Apr 13 15:52:38 2016
124,5150,1,6050,7,right,1,16,6.245,Wed Apr 13 15:52:46 2016
125,5150,1,6500,10,right,1,18,27.616,Wed Apr 13 15:53:14 2016
126,1450,10,1250,4,right,0,23,8.663,Wed Apr 13 15:53:23 2016
127,6350,9,6050,7,left,1,10,8.53,Wed Apr 13 15:53:34 2016
128,5150,1,6050,7,right,1,16,12.017,Wed Apr 13 15:53:47 2016
129,5300,2,5150,1,left,1,1,11.882,Wed Apr 13 15:54:00 2016
130,5450,3,5600,4,right,1,3,8.414,Wed Apr 13 15:54:09 2016
131,1450,10,1250,4,right,0,23,4.574,Wed Apr 13 15:54:15 2016
132,6200,8,5300,2,left,1,13,8.615,Wed Apr 13 15:54:24 2016
133,5150,1,5600,4,right,1,6,10.297,Wed Apr 13 15:54:35 2016
134,1350,7,1250,4,right,0,20,6.962,Wed Apr 13 15:54:43 2016
135,5150,1,6050,7,right,1,16,22.179,Wed Apr 13 15:55:06 2016
136,6500,10,5150,1,left,1,18,7.061,Wed Apr 13 15:55:14 2016
137,6050,7,6500,10,right,1,12,9.78,Wed Apr 13 15:55:25 2016
138,5300,2,5150,1,left,1,1,7.129,Wed Apr 13 15:55:33 2016
139,5300,2,5450,3,right,1,2,7.996,Wed Apr 13 15:55:41 2016
140,6500,10,6050,7,left,1,12,5.226,Wed Apr 13 15:55:47 2016
141,6350,9,5450,3,left,1,15,11.23,Wed Apr 13 15:56:00 2016
142,5600,4,5450,3,left,1,3,11.983,Wed Apr 13 15:56:13 2016
143,1150,1,1250,4,left,0,19,9.697,Wed Apr 13 15:56:23 2016
144,1450,10,1250,4,right,0,23,7.245,Wed Apr 13 15:56:31 2016
145,5450,3,5150,1,left,1,4,18.071,Wed Apr 13 15:56:50 2016
146,5300,2,6200,8,right,1,13,4.243,Wed Apr 13 15:56:55 2016
147,1250,4,1150,1,right,0,19,5.709,Wed Apr 13 15:57:01 2016
148,1150,1,1350,7,left,0,22,5.227,Wed Apr 13 15:57:08 2016
149,5150,1,6500,10,right,1,18,10.681,Wed Apr 13 15:57:19 2016
150,5450,3,5150,1,left,1,4,9.114,Wed Apr 13 15:57:29 2016
151,6200,8,6500,10,right,1,11,7.508,Wed Apr 13 15:57:37 2016
152,6500,10,5150,1,left,1,18,5.359,Wed Apr 13 15:57:43 2016
153,1250,4,1350,7,left,0,20,5.707,Wed Apr 13 15:57:51 2016
154,5300,2,5600,4,right,1,5,8.428,Wed Apr 13 15:58:00 2016
155,5450,3,5300,2,left,1,2,4.007,Wed Apr 13 15:58:05 2016
156,1350,7,1150,1,right,0,22,4.141,Wed Apr 13 15:58:10 2016
157,5600,4,5150,1,left,1,6,6.911,Wed Apr 13 15:58:18 2016
158,5600,4,5300,2,left,1,5,6.295,Wed Apr 13 15:58:25 2016
159,5600,4,5450,3,left,1,3,6.26,Wed Apr 13 15:58:32 2016
160,6500,10,5150,1,left,1,18,4.792,Wed Apr 13 15:58:37 2016
161,1250,4,1350,7,left,0,20,3.055,Wed Apr 13 15:58:41 2016
162,5600,4,5300,2,left,1,5,3.708,Wed Apr 13 15:58:45 2016
163,5450,3,5300,2,left,1,2,5.526,Wed Apr 13 15:58:52 2016
164,1350,7,1150,1,right,0,22,4.273,Wed Apr 13 15:58:57 2016
165,1450,10,1150,1,right,0,24,6.26,Wed Apr 13 15:59:04 2016
166,6350,9,6500,10,right,1,9,13.184,Wed Apr 13 15:59:18 2016
167,6200,8,6350,9,right,1,8,5.041,Wed Apr 13 15:59:24 2016
168,6050,7,6200,8,right,1,7,7.095,Wed Apr 13 15:59:32 2016
169,6350,9,6200,8,left,1,8,7.944,Wed Apr 13 15:59:40 2016
170,1150,1,1350,7,left,0,22,5.127,Wed Apr 13 15:59:46 2016
171,5450,3,5300,2,left,1,2,8.429,Wed Apr 13 15:59:56 2016
172,6050,7,6500,10,right,1,12,6.844,Wed Apr 13 16:00:04 2016
173,5600,4,6050,7,right,1,14,5.325,Wed Apr 13 16:00:10 2016
174,6500,10,5600,4,left,1,17,10.466,Wed Apr 13 16:00:22 2016
175,5600,4,5300,2,left,1,5,8.863,Wed Apr 13 16:00:31 2016
176,6500,10,5150,1,left,1,18,7.497,Wed Apr 13 16:00:40 2016
177,5300,2,6200,8,right,1,13,13.118,Wed Apr 13 16:00:54 2016
178,1450,10,1150,1,right,0,24,6.243,Wed Apr 13 16:01:01 2016
179,5150,1,6050,7,right,1,16,9.649,Wed Apr 13 16:01:11 2016
180,6350,9,6500,10,right,1,9,5.995,Wed Apr 13 16:01:18 2016
181,6350,9,6200,8,left,1,8,7.16,Wed Apr 13 16:01:26 2016
182,6200,8,6350,9,right,1,8,10.129,Wed Apr 13 16:01:37 2016
183,5300,2,6200,8,right,1,13,8.913,Wed Apr 13 16:01:47 2016
184,6500,10,5600,4,left,1,17,4.76,Wed Apr 13 16:01:52 2016
185,5450,3,5300,2,left,1,2,7.878,Wed Apr 13 16:02:01 2016
186,5450,3,5150,1,left,1,4,7.528,Wed Apr 13 16:02:09 2016
187,5450,3,5150,1,left,1,4,6.991,Wed Apr 13 16:02:17 2016
188,1350,7,1250,4,right,0,20,9.147,Wed Apr 13 16:02:27 2016
189,6050,7,6350,9,right,1,10,9.546,Wed Apr 13 16:02:37 2016
190,6350,9,6200,8,left,1,8,7.311,Wed Apr 13 16:02:45 2016
191,6050,7,5600,4,left,1,14,14.886,Wed Apr 13 16:03:01 2016
192,6200,8,5300,2,left,1,13,8.379,Wed Apr 13 16:03:10 2016
193,6500,10,6200,8,left,1,11,10.914,Wed Apr 13 16:03:22 2016
194,6500,10,5150,1,left,1,18,3.541,Wed Apr 13 16:03:26 2016
195,1150,1,1450,10,left,0,24,7.411,Wed Apr 13 16:03:35 2016
196,5600,4,6500,10,right,1,17,3.575,Wed Apr 13 16:03:39 2016
197,6200,8,6350,9,right,1,8,3.858,Wed Apr 13 16:03:44 2016
198,5600,4,6500,10,right,1,17,6.577,Wed Apr 13 16:03:51 2016
199,6050,7,6200,8,right,1,7,19.557,Wed Apr 13 16:04:11 2016
200,6500,10,6200,8,left,1,11,4.409,Wed Apr 13 16:04:16 2016
201,5450,3,5150,1,left,1,4,5.791,Wed Apr 13 16:04:23 2016
202,6350,9,6050,7,left,1,10,6.894,Wed Apr 13 16:04:31 2016
203,1150,1,1450,10,left,0,24,4.758,Wed Apr 13 16:04:36 2016
204,5300,2,5150,1,left,1,1,14.669,Wed Apr 13 16:04:53 2016
205,1250,4,1450,10,left,0,23,9.597,Wed Apr 13 16:05:03 2016
206,1150,1,1450,10,left,0,24,6.678,Wed Apr 13 16:05:10 2016
207,6500,10,5600,4,left,1,17,8.178,Wed Apr 13 16:05:19 2016
208,5150,1,6050,7,right,1,16,6.978,Wed Apr 13 16:05:27 2016
209,5300,2,5150,1,left,1,1,19.155,Wed Apr 13 16:05:46 2016
210,6200,8,5300,2,left,1,13,9.798,Wed Apr 13 16:05:57 2016
211,6500,10,5150,1,left,1,18,2.889,Wed Apr 13 16:06:01 2016
212,6500,10,6350,9,left,1,9,3.39,Wed Apr 13 16:06:05 2016
213,6200,8,6500,10,right,1,11,6.093,Wed Apr 13 16:06:12 2016
214,5150,1,5600,4,right,1,6,7.128,Wed Apr 13 16:06:20 2016
215,5450,3,6350,9,right,1,15,13.116,Wed Apr 13 16:06:34 2016
216,5600,4,5450,3,left,1,3,19.774,Wed Apr 13 16:06:55 2016
217,5300,2,5450,3,right,1,2,3.857,Wed Apr 13 16:06:59 2016
218,1250,4,1350,7,left,0,20,4.057,Wed Apr 13 16:07:04 2016
219,1450,10,1350,7,right,0,21,10.43,Wed Apr 13 16:07:15 2016
220,6200,8,6500,10,right,1,11,5.093,Wed Apr 13 16:07:21 2016
221,6200,8,6050,7,left,1,7,5.575,Wed Apr 13 16:07:27 2016
222,1150,1,1250,4,left,0,19,3.091,Wed Apr 13 16:07:31 2016
223,6050,7,5600,4,left,1,14,15.268,Wed Apr 13 16:07:47 2016
224,6050,7,5600,4,left,1,14,2.989,Wed Apr 13 16:07:50 2016
225,5450,3,5300,2,left,1,2,3.741,Wed Apr 13 16:07:55 2016
226,6500,10,6050,7,left,1,12,6.095,Wed Apr 13 16:08:02 2016
227,1450,10,1350,7,right,0,21,4.741,Wed Apr 13 16:08:08 2016
228,6500,10,6350,9,left,1,9,6.377,Wed Apr 13 16:08:15 2016
229,6200,8,6500,10,right,1,11,3.523,Wed Apr 13 16:08:19 2016
230,5600,4,6050,7,right,1,14,7.928,Wed Apr 13 16:08:28 2016
231,6350,9,5450,3,left,1,15,8.329,Wed Apr 13 16:08:37 2016
232,1250,4,1450,10,left,0,23,3.641,Wed Apr 13 16:08:41 2016
233,5600,4,5300,2,left,1,5,5.809,Wed Apr 13 16:08:48 2016
234,5300,2,5450,3,right,1,2,3.073,Wed Apr 13 16:08:51 2016
235,6500,10,6350,9,left,1,9,4.241,Wed Apr 13 16:08:56 2016
236,6050,7,5150,1,left,1,16,8.23,Wed Apr 13 16:09:05 2016
237,1450,10,1250,4,right,0,23,6.809,Wed Apr 13 16:09:13 2016
238,1350,7,1450,10,left,0,21,7.312,Wed Apr 13 16:09:21 2016
239,5300,2,6200,8,right,1,13,5.191,Wed Apr 13 16:09:27 2016
240,1150,1,1450,10,left,0,24,3.626,Wed Apr 13 16:09:31 2016
