trial,money_left,weeks_left,money_right,weeks_right,choice,biggerchosen,pair,time,date
1,5300,2,5600,4,left,0,5,16.505,Wed Apr 13 13:09:08 2016
2,6500,10,5150,1,right,0,18,13.319,Wed Apr 13 13:09:25 2016
3,5600,4,5150,1,right,0,6,19.341,Wed Apr 13 13:09:47 2016
4,6500,10,6200,8,left,1,11,15.304,Wed Apr 13 13:10:05 2016
5,5150,1,5300,2,right,1,1,7.997,Wed Apr 13 13:10:14 2016
6,1150,1,1350,7,right,1,22,11.3,Wed Apr 13 13:10:27 2016
7,6050,7,6350,9,right,1,10,11.783,Wed Apr 13 13:10:40 2016
8,5300,2,6200,8,right,1,13,13.22,Wed Apr 13 13:10:55 2016
9,5300,2,5150,1,left,1,1,12.068,Wed Apr 13 13:11:08 2016
10,5150,1,5300,2,right,1,1,7.931,Wed Apr 13 13:11:18 2016
11,5600,4,5300,2,left,1,5,18.006,Wed Apr 13 13:11:37 2016
12,1450,10,1250,4,left,1,23,11.502,Wed Apr 13 13:11:49 2016
13,1150,1,1450,10,right,1,24,9.032,Wed Apr 13 13:12:00 2016
14,6350,9,6200,8,left,1,8,12.268,Wed Apr 13 13:12:13 2016
15,5150,1,6500,10,right,1,18,7.746,Wed Apr 13 13:12:22 2016
16,6200,8,5300,2,left,1,13,13.505,Wed Apr 13 13:12:36 2016
17,6500,10,6350,9,left,1,9,6.996,Wed Apr 13 13:12:44 2016
18,5600,4,5450,3,left,1,3,6.629,Wed Apr 13 13:12:51 2016
19,6050,7,5600,4,left,1,14,6.228,Wed Apr 13 13:12:58 2016
20,6500,10,6200,8,left,1,11,15.572,Wed Apr 13 13:13:15 2016
21,1250,4,1150,1,left,1,19,7.113,Wed Apr 13 13:13:23 2016
22,6500,10,6200,8,left,1,11,10.951,Wed Apr 13 13:13:35 2016
23,5150,1,6050,7,right,1,16,14.27,Wed Apr 13 13:13:51 2016
24,1350,7,1250,4,left,1,20,9.05,Wed Apr 13 13:14:00 2016
25,1250,4,1450,10,right,1,23,9.899,Wed Apr 13 13:14:11 2016
26,6050,7,6350,9,right,1,10,12.134,Wed Apr 13 13:14:24 2016
27,6050,7,6350,9,right,1,10,11.035,Wed Apr 13 13:14:36 2016
28,6200,8,6050,7,left,1,7,18.891,Wed Apr 13 13:14:56 2016
29,5300,2,5150,1,left,1,1,8.313,Wed Apr 13 13:15:05 2016
