trial,money_left,weeks_left,money_right,weeks_right,choice,biggerchosen,pair,time,date
1,5450,3,6350,9,right,1,15,12.728,Tue Apr 12 13:02:58 2016
2,6500,10,5150,1,right,0,18,5.772,Tue Apr 12 13:03:05 2016
3,5150,1,5600,4,right,1,6,8.892,Tue Apr 12 13:03:15 2016
4,5450,3,5300,2,right,0,2,9.427,Tue Apr 12 13:03:25 2016
5,5450,3,6350,9,left,0,15,7.225,Tue Apr 12 13:03:35 2016
6,1250,4,1150,1,left,1,19,21.506,Tue Apr 12 13:03:57 2016
7,6200,8,6500,10,right,1,11,4.087,Tue Apr 12 13:04:02 2016
8,1350,7,1150,1,right,0,22,4.022,Tue Apr 12 13:04:07 2016
9,1150,1,1250,4,right,1,19,9.027,Tue Apr 12 13:04:17 2016
10,6350,9,6500,10,left,0,9,7.844,Tue Apr 12 13:04:26 2016
11,6200,8,6050,7,left,1,7,3.553,Tue Apr 12 13:04:31 2016
12,5600,4,6050,7,right,1,14,4.806,Tue Apr 12 13:04:37 2016
13,5300,2,5150,1,right,0,1,4.304,Tue Apr 12 13:04:43 2016
14,6200,8,5300,2,left,1,13,11.58,Tue Apr 12 13:04:57 2016
15,5600,4,5300,2,right,0,5,18.537,Tue Apr 12 13:05:16 2016
16,1350,7,1250,4,right,0,20,3.609,Tue Apr 12 13:05:20 2016
17,5150,1,6050,7,left,0,16,5.823,Tue Apr 12 13:05:27 2016
18,5150,1,6050,7,left,0,16,3.721,Tue Apr 12 13:05:31 2016
19,5300,2,5600,4,right,1,5,8.995,Tue Apr 12 13:05:41 2016
20,5450,3,5300,2,right,0,2,12.064,Tue Apr 12 13:05:54 2016
21,6350,9,6200,8,right,0,8,2.535,Tue Apr 12 13:05:57 2016
22,6500,10,6350,9,right,0,9,9.962,Tue Apr 12 13:06:09 2016
23,5300,2,6200,8,right,1,13,10.211,Tue Apr 12 13:06:20 2016
24,5450,3,5300,2,right,0,2,5.455,Tue Apr 12 13:06:26 2016
25,6350,9,6200,8,right,0,8,3.32,Tue Apr 12 13:06:30 2016
26,6500,10,5150,1,right,0,18,2.338,Tue Apr 12 13:06:34 2016
27,6200,8,6050,7,left,1,7,5.187,Tue Apr 12 13:06:39 2016
28,1350,7,1250,4,right,0,20,2.92,Tue Apr 12 13:06:43 2016
29,5300,2,5150,1,left,1,1,8.592,Tue Apr 12 13:06:52 2016
30,5150,1,5600,4,left,0,6,6.56,Tue Apr 12 13:07:00 2016
31,1450,10,1350,7,right,0,21,5.789,Tue Apr 12 13:07:06 2016
32,6050,7,5150,1,right,0,16,6.056,Tue Apr 12 13:07:13 2016
33,5600,4,6050,7,right,1,14,5.307,Tue Apr 12 13:07:20 2016
34,5300,2,5450,3,left,0,2,3.873,Tue Apr 12 13:07:25 2016
35,6350,9,5450,3,right,0,15,13.229,Tue Apr 12 13:07:40 2016
36,5600,4,5150,1,right,0,6,18.07,Tue Apr 12 13:07:58 2016
37,6050,7,6200,8,right,1,7,9.977,Tue Apr 12 13:08:09 2016
38,5450,3,5300,2,left,1,2,2.488,Tue Apr 12 13:08:12 2016
39,6050,7,6500,10,right,1,12,4.372,Tue Apr 12 13:08:17 2016
40,5300,2,5450,3,right,1,2,2.654,Tue Apr 12 13:08:21 2016
41,6050,7,5150,1,right,0,16,1.784,Tue Apr 12 13:08:23 2016
42,5600,4,5300,2,right,0,5,2.637,Tue Apr 12 13:08:26 2016
43,5150,1,6500,10,left,0,18,1.868,Tue Apr 12 13:08:29 2016
44,1450,10,1250,4,right,0,23,2.904,Tue Apr 12 13:08:33 2016
45,1450,10,1250,4,right,0,23,2.92,Tue Apr 12 13:08:37 2016
46,5600,4,6050,7,left,0,14,2.99,Tue Apr 12 13:08:40 2016
47,5600,4,5300,2,right,0,5,1.701,Tue Apr 12 13:08:43 2016
48,1350,7,1150,1,right,0,22,1.671,Tue Apr 12 13:08:45 2016
49,6200,8,6500,10,left,0,11,3.502,Tue Apr 12 13:08:49 2016
50,5600,4,5150,1,right,0,6,2.204,Tue Apr 12 13:08:52 2016
51,1250,4,1450,10,left,0,23,6.941,Tue Apr 12 13:09:00 2016
52,5450,3,5300,2,left,1,2,4.355,Tue Apr 12 13:09:05 2016
53,1150,1,1450,10,left,0,24,1.902,Tue Apr 12 13:09:08 2016
54,6500,10,6200,8,right,0,11,17.486,Tue Apr 12 13:09:26 2016
55,1450,10,1350,7,right,0,21,2.086,Tue Apr 12 13:09:29 2016
56,1250,4,1350,7,right,1,20,1.285,Tue Apr 12 13:09:31 2016
57,6350,9,6500,10,right,1,9,1.986,Tue Apr 12 13:09:33 2016
58,6050,7,6350,9,left,0,10,2.137,Tue Apr 12 13:09:36 2016
59,6500,10,6200,8,right,0,11,2.504,Tue Apr 12 13:09:39 2016
60,6200,8,6050,7,left,1,7,2.219,Tue Apr 12 13:09:42 2016
61,5450,3,6350,9,left,0,15,2.585,Tue Apr 12 13:09:45 2016
62,6050,7,6500,10,left,0,12,2.036,Tue Apr 12 13:09:48 2016
63,5300,2,5150,1,left,1,1,2.488,Tue Apr 12 13:09:51 2016
64,6200,8,5300,2,right,0,13,1.854,Tue Apr 12 13:09:54 2016
65,6350,9,5450,3,right,0,15,2.25,Tue Apr 12 13:09:56 2016
66,5600,4,5450,3,left,1,3,2.537,Tue Apr 12 13:10:00 2016
67,1150,1,1250,4,left,0,19,4.153,Tue Apr 12 13:10:05 2016
68,6050,7,6500,10,left,0,12,2.02,Tue Apr 12 13:10:07 2016
69,6350,9,6500,10,left,0,9,2.72,Tue Apr 12 13:10:13 2016
70,1350,7,1450,10,left,0,21,3.77,Tue Apr 12 13:10:17 2016
71,5450,3,5150,1,right,0,4,1.987,Tue Apr 12 13:10:20 2016
72,5300,2,6200,8,left,0,13,5.424,Tue Apr 12 13:10:26 2016
73,6200,8,6050,7,left,1,7,1.883,Tue Apr 12 13:10:28 2016
74,6200,8,6350,9,right,1,8,2.019,Tue Apr 12 13:10:31 2016
75,1150,1,1250,4,left,0,19,2.153,Tue Apr 12 13:10:34 2016
76,1250,4,1450,10,left,0,23,3.757,Tue Apr 12 13:10:38 2016
77,5150,1,6500,10,left,0,18,4.219,Tue Apr 12 13:10:43 2016
78,6050,7,6350,9,left,0,10,2.488,Tue Apr 12 13:10:46 2016
79,5300,2,5150,1,left,1,1,2.616,Tue Apr 12 13:10:50 2016
80,1350,7,1450,10,left,0,21,1.619,Tue Apr 12 13:10:52 2016
81,5600,4,5450,3,left,1,3,2.551,Tue Apr 12 13:10:55 2016
82,5150,1,5300,2,right,1,1,5.071,Tue Apr 12 13:11:01 2016
83,5150,1,6500,10,left,0,18,2.485,Tue Apr 12 13:11:05 2016
84,5150,1,5600,4,left,0,6,3.838,Tue Apr 12 13:11:10 2016
85,5300,2,6200,8,left,0,13,12.462,Tue Apr 12 13:11:23 2016
86,5150,1,5600,4,right,1,6,8.778,Tue Apr 12 13:11:33 2016
