trial,money_left,weeks_left,money_right,weeks_right,choice,biggerchosen,pair,time,date
1,1250,4,1150,1,right,0,19,28.714,Tue May  3 17:26:35 2016
2,5300,2,5600,4,left,0,5,10.766,Tue May  3 17:26:47 2016
3,6050,7,5150,1,right,0,16,10.148,Tue May  3 17:26:58 2016
4,6050,7,6350,9,right,1,10,11.867,Tue May  3 17:27:12 2016
5,5300,2,5450,3,right,1,2,23.746,Tue May  3 17:27:36 2016
6,5150,1,6500,10,left,0,18,6.095,Tue May  3 17:27:44 2016
7,6200,8,6500,10,left,0,11,32.422,Tue May  3 17:28:18 2016
8,6200,8,6350,9,left,0,8,6.847,Tue May  3 17:28:29 2016
9,1250,4,1450,10,left,0,23,23.629,Tue May  3 17:28:54 2016
10,6200,8,5300,2,right,0,13,12.652,Tue May  3 17:29:09 2016
11,5150,1,6050,7,left,0,16,26.231,Tue May  3 17:29:38 2016
12,1250,4,1450,10,left,0,23,16.973,Tue May  3 17:29:56 2016
13,5150,1,6500,10,left,0,18,5.21,Tue May  3 17:30:02 2016
14,1350,7,1150,1,right,0,22,9.597,Tue May  3 17:30:12 2016
15,6500,10,6200,8,left,1,11,26.798,Tue May  3 17:30:40 2016
16,1150,1,1450,10,left,0,24,7.163,Tue May  3 17:30:49 2016
17,1350,7,1250,4,right,0,20,13.734,Tue May  3 17:31:04 2016
18,1250,4,1350,7,right,1,20,4.825,Tue May  3 17:31:09 2016
19,6200,8,6500,10,right,1,11,3.491,Tue May  3 17:31:13 2016
20,6200,8,6350,9,right,1,8,5.143,Tue May  3 17:31:19 2016
21,5450,3,5600,4,right,1,3,24.293,Tue May  3 17:31:44 2016
22,6500,10,5600,4,right,0,17,5.608,Tue May  3 17:31:51 2016
23,6050,7,5600,4,right,0,14,21.46,Tue May  3 17:32:13 2016
24,6050,7,6200,8,right,1,7,5.961,Tue May  3 17:32:20 2016
25,5300,2,5150,1,left,1,1,5.995,Tue May  3 17:32:27 2016
26,1350,7,1150,1,right,0,22,3.744,Tue May  3 17:32:31 2016
27,5600,4,5300,2,right,0,5,30.213,Tue May  3 17:33:02 2016
28,5600,4,6050,7,right,1,14,7.394,Tue May  3 17:33:10 2016
29,6050,7,5150,1,right,0,16,3.859,Tue May  3 17:33:14 2016
30,5150,1,5450,3,right,1,4,6.679,Tue May  3 17:33:22 2016
31,6200,8,6500,10,right,1,11,3.825,Tue May  3 17:33:26 2016
32,1150,1,1450,10,left,0,24,4.828,Tue May  3 17:33:32 2016
33,6500,10,5150,1,right,0,18,15.505,Tue May  3 17:33:48 2016
34,1450,10,1350,7,right,0,21,7.064,Tue May  3 17:33:56 2016
35,6500,10,6350,9,left,1,9,18.49,Tue May  3 17:34:15 2016
36,5300,2,6200,8,left,0,13,4.192,Tue May  3 17:34:20 2016
37,1450,10,1350,7,left,1,21,23.078,Tue May  3 17:34:43 2016
38,1350,7,1450,10,left,0,21,7.029,Tue May  3 17:34:51 2016
39,5300,2,5600,4,left,0,5,8.748,Tue May  3 17:35:00 2016
40,6200,8,5300,2,right,0,13,10.25,Tue May  3 17:35:12 2016
41,1450,10,1350,7,right,0,21,7.061,Tue May  3 17:35:19 2016
42,6350,9,6050,7,left,1,10,6.396,Tue May  3 17:35:26 2016
43,1450,10,1150,1,right,0,24,2.957,Tue May  3 17:35:30 2016
44,5600,4,5300,2,right,0,5,2.892,Tue May  3 17:35:33 2016
45,5450,3,5150,1,right,0,4,6.497,Tue May  3 17:35:40 2016
46,6500,10,6200,8,left,1,11,22.363,Tue May  3 17:36:05 2016
47,5450,3,5600,4,right,1,3,9.228,Tue May  3 17:36:15 2016
48,5450,3,5300,2,left,1,2,9.399,Tue May  3 17:36:25 2016
49,5600,4,5450,3,left,1,3,3.258,Tue May  3 17:36:28 2016
50,1250,4,1350,7,left,0,20,17.589,Tue May  3 17:36:46 2016
51,5600,4,5150,1,right,0,6,5.543,Tue May  3 17:36:52 2016
52,5150,1,6050,7,left,0,16,3.627,Tue May  3 17:36:57 2016
53,5450,3,6350,9,left,0,15,7.097,Tue May  3 17:37:04 2016
54,6500,10,5600,4,left,1,17,8.649,Tue May  3 17:37:13 2016
55,5150,1,5450,3,right,1,4,7.543,Tue May  3 17:37:21 2016
56,6200,8,6050,7,left,1,7,5.128,Tue May  3 17:37:28 2016
57,5150,1,5300,2,right,1,1,8.081,Tue May  3 17:37:37 2016
58,6350,9,6050,7,left,1,10,9.783,Tue May  3 17:37:48 2016
59,6350,9,5450,3,left,1,15,17.221,Tue May  3 17:38:05 2016
