trial,money_left,weeks_left,money_right,weeks_right,choice,biggerchosen,pair,time,date
1,6500,10,5150,1,left,1,18,8.229,Wed Apr 20 14:41:14 2016
2,1250,4,1350,7,right,1,20,8.815,Wed Apr 20 14:41:25 2016
3,6350,9,6050,7,left,1,10,6.211,Wed Apr 20 14:41:33 2016
4,6050,7,5150,1,left,1,16,13.487,Wed Apr 20 14:41:48 2016
5,1450,10,1150,1,left,1,24,11.701,Wed Apr 20 14:42:01 2016
6,5450,3,5150,1,left,1,4,10.25,Wed Apr 20 14:42:12 2016
7,5150,1,6050,7,right,1,16,8.197,Wed Apr 20 14:42:22 2016
8,6500,10,6200,8,left,1,11,6.229,Wed Apr 20 14:42:29 2016
9,6050,7,6350,9,right,1,10,6.361,Wed Apr 20 14:42:37 2016
10,1150,1,1450,10,left,0,24,7.598,Wed Apr 20 14:42:45 2016
11,1350,7,1450,10,left,0,21,14.087,Wed Apr 20 14:43:00 2016
12,5450,3,6350,9,left,0,15,7.713,Wed Apr 20 14:43:09 2016
13,6200,8,6500,10,right,1,11,4.576,Wed Apr 20 14:43:15 2016
14,6350,9,6500,10,right,1,9,4.746,Wed Apr 20 14:43:21 2016
15,5450,3,5600,4,right,1,3,2.623,Wed Apr 20 14:43:24 2016
16,1350,7,1450,10,right,1,21,2.359,Wed Apr 20 14:43:28 2016
17,5450,3,5600,4,right,1,3,2.424,Wed Apr 20 14:43:31 2016
18,1250,4,1350,7,right,1,20,3.326,Wed Apr 20 14:43:35 2016
19,1450,10,1350,7,right,0,21,10.45,Wed Apr 20 14:43:47 2016
20,5600,4,5300,2,left,1,5,4.211,Wed Apr 20 14:43:52 2016
21,6200,8,6500,10,right,1,11,3.376,Wed Apr 20 14:43:56 2016
22,5300,2,6200,8,left,0,13,7.347,Wed Apr 20 14:44:04 2016
23,5600,4,5450,3,left,1,3,4.761,Wed Apr 20 14:44:10 2016
24,6050,7,5150,1,left,1,16,4.612,Wed Apr 20 14:44:15 2016
25,1250,4,1450,10,left,0,23,7.797,Wed Apr 20 14:44:24 2016
26,5600,4,5300,2,left,1,5,3.859,Wed Apr 20 14:44:28 2016
27,6200,8,6050,7,left,1,7,2.874,Wed Apr 20 14:44:32 2016
28,6200,8,5300,2,left,1,13,6.597,Wed Apr 20 14:44:40 2016
29,6200,8,6350,9,right,1,8,5.41,Wed Apr 20 14:44:46 2016
30,1150,1,1250,4,right,1,19,8.932,Wed Apr 20 14:44:56 2016
31,6350,9,6050,7,left,1,10,4.828,Wed Apr 20 14:45:02 2016
32,1350,7,1150,1,right,0,22,4.777,Wed Apr 20 14:45:08 2016
33,6500,10,6050,7,left,1,12,2.809,Wed Apr 20 14:45:11 2016
34,1450,10,1350,7,left,1,21,4.645,Wed Apr 20 14:45:17 2016
35,1150,1,1250,4,left,0,19,7.28,Wed Apr 20 14:45:25 2016
36,5300,2,6200,8,right,1,13,5.362,Wed Apr 20 14:45:31 2016
37,5450,3,6350,9,left,0,15,3.993,Wed Apr 20 14:45:36 2016
38,6500,10,6200,8,left,1,11,3.476,Wed Apr 20 14:45:41 2016
39,6500,10,6200,8,left,1,11,5.061,Wed Apr 20 14:45:46 2016
40,6350,9,6500,10,right,1,9,4.812,Wed Apr 20 14:45:52 2016
41,6350,9,6200,8,left,1,8,3.841,Wed Apr 20 14:45:57 2016
42,5600,4,6500,10,left,0,17,7.947,Wed Apr 20 14:46:06 2016
43,1450,10,1250,4,right,0,23,9.331,Wed Apr 20 14:46:16 2016
44,1150,1,1450,10,left,0,24,11.701,Wed Apr 20 14:46:28 2016
45,6500,10,5150,1,right,0,18,5.31,Wed Apr 20 14:46:35 2016
46,5600,4,6500,10,left,0,17,5.227,Wed Apr 20 14:46:41 2016
47,5450,3,5600,4,right,1,3,6.278,Wed Apr 20 14:46:48 2016
